Age,Gender,House_size,State,Time,Y_Actual,state_impact,spend,Y_RN
52,0,2417,FL,37:25.9,0,1,0.606537404,0.9
45,1,567,FL,55:20.3,1,1,0.062524626,0.31
43,1,1468,CA,56:06.9,1,5,0.709701337,0.23
47,1,993,CA,54:28.8,0,5,0.885523016,0.87
59,0,717,FL,06:30.8,0,1,0.307232389,0.88
59,0,2982,TX,21:44.6,0,1,0.537313024,0.17
48,0,1839,TX,39:56.1,0,1,0.408564144,0.44
40,1,2112,CA,29:52.6,1,5,0.162059089,0.14
59,0,2155,FL,09:16.3,0,1,0.97771202,0.4
55,0,2813,CA,10:07.6,0,5,0.351864705,0.02
40,0,1108,NY,12:58.8,0,5,0.823793518,0.79
55,0,1602,TX,57:52.8,0,1,0.911998325,0.96
54,1,1227,IL,55:01.3,1,1,0.565322637,0.19
57,0,2539,NY,21:52.1,0,5,0.675115535,0.56
43,0,497,TX,04:35.7,0,1,0.534237962,0.21
49,0,2292,CA,19:05.6,0,5,0.181422321,0.09
50,1,721,CA,52:07.0,0,5,0.567922597,0.91
40,1,1439,NY,33:55.3,0,5,0.522368994,0.94
60,1,648,FL,29:15.6,1,1,0.578914387,0.51
45,1,565,FL,38:22.4,0,1,0.965733575,0.86
59,1,1451,TX,37:56.5,1,1,0.385687097,0.13
56,0,1946,CA,49:41.9,0,5,0.644166977,0.27
46,0,1910,FL,47:18.7,0,1,0.032033818,0.58
51,0,1602,IL,45:12.4,0,1,0.29921732,0.21
60,1,799,FL,01:16.0,0,1,0.293244429,0.8
42,0,1775,CA,55:58.3,0,5,0.062126219,0.49
43,1,2678,CA,14:39.1,1,5,0.795324126,0.22
56,1,438,CA,56:46.2,1,5,0.65146205,0.39
54,0,689,FL,30:46.8,0,1,0.626132676,0.54
48,1,1131,CA,54:40.4,0,5,0.526410302,0.46
41,0,2646,FL,42:40.7,0,1,0.746981776,0.52
53,0,2054,TX,50:24.9,0,1,0.723314987,0.62
40,0,1755,FL,17:03.2,0,1,0.783005401,0.11
42,1,407,FL,01:34.4,1,1,0.655271548,0.18
52,0,2461,IL,45:40.3,0,1,0.940853739,0.22
52,1,1583,TX,23:05.3,0,1,0.932211488,0.56
52,1,2204,NY,49:42.2,0,5,0.054471422,0.71
57,0,1324,FL,01:11.5,0,1,0.931816695,0.02
51,0,2810,NY,25:29.9,0,5,0.094605967,0.02
56,1,1737,CA,14:16.1,0,5,0.341422637,0.75
52,0,995,CA,48:42.2,0,5,0.682297622,0.47
44,1,572,CA,04:32.4,0,5,0.929919281,0.67
40,0,2650,TX,08:11.5,0,1,0.450674461,0.79
55,0,2566,FL,55:02.9,0,1,0.662533744,0.72
50,1,2867,FL,02:52.4,1,1,0.400249303,0.03
46,1,2387,FL,34:01.6,1,1,0.975302285,0.38
43,1,2314,FL,31:08.2,1,1,0.397709305,0.27
48,1,1086,IL,42:05.4,0,1,0.324322396,0.53
51,1,1325,TX,05:09.7,0,1,0.050977667,0.97
58,1,1989,TX,03:11.3,1,1,0.971164822,0.23
52,0,1927,FL,39:38.7,0,1,0.436171458,0.08
47,0,2845,NY,27:39.9,0,5,0.880099624,0.66
43,1,964,TX,16:40.4,0,1,0.602794231,0.64
56,1,1060,TX,09:49.3,0,1,0.424090748,0.69
54,0,2014,IL,51:07.6,0,1,0.936583669,0.72
52,1,2183,TX,35:58.8,0,1,0.864740118,0.7
46,0,1861,FL,21:02.5,0,1,0.559372025,0.07
54,0,1799,TX,55:16.8,0,1,0.722097798,0.23
51,0,1355,FL,41:40.1,0,1,0.059105718,0.32
40,1,1438,NY,23:14.3,0,5,0.969730961,0.64
43,0,1507,IL,23:35.9,0,1,0.611472039,0.04
50,0,2324,CA,42:29.4,0,5,0.901436462,0.58
58,1,909,FL,35:01.3,0,1,0.205401276,0.91
43,1,2039,TX,53:30.7,1,1,0.678112081,0.18
47,1,2197,TX,54:18.7,0,1,0.580999895,0.46
54,0,1611,IL,39:25.2,0,1,0.874891832,0.14
50,1,2245,TX,25:10.6,1,1,0.447452644,0.13
41,1,981,IL,39:22.1,0,1,0.758965295,0.86
55,0,1120,IL,48:01.3,0,1,0.415445537,0.45
44,1,2010,NY,55:35.7,1,5,0.736755737,0.15
51,0,790,IL,40:38.4,0,1,0.874103887,0.42
46,1,1046,CA,33:42.4,1,5,0.306783712,0.21
56,1,2652,IL,22:13.7,1,1,0.311084386,0.07
46,1,1211,FL,02:08.6,0,1,0.522494177,0.47
41,1,1391,TX,43:06.8,1,1,0.435985428,0.12
49,1,1080,NY,26:34.4,0,5,0.227687921,0.78
41,0,1329,TX,59:41.0,0,1,0.786753566,0.18
40,0,447,TX,46:41.2,0,1,0.236175829,0
43,1,1468,CA,08:23.8,0,5,0.890592859,0.36
54,0,747,FL,37:52.5,0,1,0.709245869,0.82
53,1,2391,CA,26:00.5,1,5,0.701310697,0.52
41,0,2182,TX,32:42.6,0,1,0.347579922,0.04
46,1,2284,CA,19:30.4,0,5,0.257880147,0.56
46,0,1258,CA,39:38.2,0,5,0.809423104,0.2
55,1,2440,CA,53:13.9,1,5,0.900151923,0.36
40,0,2210,CA,00:20.3,0,5,0.767933817,0.68
42,0,636,IL,57:16.4,0,1,0.650485777,0.88
49,1,2108,NY,00:54.3,0,5,0.967439423,0.9
43,1,917,NY,22:06.3,0,5,0.354009324,0.64
56,0,2661,TX,17:53.0,0,1,0.409321664,0.07
47,1,1015,CA,34:23.9,0,5,0.092332876,0.95
53,1,2257,TX,56:30.0,1,1,0.675827531,0.51
41,1,1614,FL,38:45.1,0,1,0.005035676,0.55
47,1,2663,FL,37:09.6,0,1,0.417814889,0.91
57,0,2626,TX,29:30.8,0,1,0.339348107,0.39
55,0,576,TX,41:20.1,0,1,0.600215033,0.96
43,0,710,CA,37:59.1,0,5,0.554299048,1
55,1,789,TX,52:48.3,1,1,0.993437147,0.08
52,0,1960,IL,27:25.2,0,1,0.6243855,0.73
60,0,1889,NY,51:30.9,0,5,0.943404103,0.09
46,0,553,CA,02:08.5,0,5,0.22667637,0.8
52,0,542,IL,45:53.4,0,1,0.582127,0.22
44,1,1114,FL,03:13.8,0,1,0.261310902,0.67
57,0,2389,CA,23:49.6,0,5,0.182181014,0.81
52,0,2027,CA,03:53.9,0,5,0.936712268,0.44
59,1,2354,TX,14:33.2,1,1,0.697140848,0.14
53,1,739,NY,42:22.3,1,5,0.442209364,0.23
42,0,569,CA,14:03.6,0,5,0.933246013,0.6
42,1,2490,FL,17:48.0,0,1,0.705346861,0.49
52,0,2413,TX,07:05.6,0,1,0.612956027,0.46
48,0,1703,TX,06:12.3,0,1,0.727008314,0.68
56,0,1749,CA,18:35.5,0,5,0.216128053,0.35
55,1,2534,TX,12:03.3,1,1,0.017855396,0.34
43,1,812,CA,03:32.5,0,5,0.57764724,0.73
52,0,2874,FL,14:43.9,0,1,0.664054856,0.81
49,1,2341,NY,43:59.5,0,5,0.916481049,0.87
53,1,2925,IL,55:18.9,1,1,0.872596773,0.57
51,0,833,CA,12:17.2,0,5,0.911176027,0.13
60,0,787,CA,24:18.2,0,5,0.406636034,0.11
55,1,1830,TX,18:24.1,1,1,0.941567773,0.3
45,0,1297,TX,08:26.8,0,1,0.20908193,0.71
59,1,1939,TX,15:52.1,1,1,0.363160374,0.23
53,0,1095,FL,05:48.0,0,1,0.899190873,0.49
53,0,2983,NY,12:07.5,0,5,0.87944388,0.41
50,1,1578,CA,53:33.9,0,5,0.658061737,0.94
58,1,423,FL,40:10.8,1,1,0.997963964,0.12
58,0,1970,FL,56:43.3,0,1,0.710789937,0.69
50,0,2805,TX,11:30.6,0,1,0.638738216,0.75
60,0,2670,FL,32:12.1,0,1,0.892790114,0.28
43,1,982,CA,49:07.0,0,5,0.84370748,0.42
46,1,1359,IL,27:34.3,1,1,0.504774221,0.19
45,1,1288,IL,43:59.5,0,1,0.23568964,0.61
52,1,789,TX,14:11.7,0,1,0.536235271,0.91
43,0,1311,IL,17:54.1,0,1,0.141275424,0.8
44,0,1698,CA,44:53.3,0,5,0.662469058,0.63
48,0,1350,CA,15:58.1,0,5,0.44396646,0.14
57,1,2257,TX,48:56.2,1,1,0.724035064,0.4
51,1,2472,FL,22:51.1,0,1,0.624586695,0.72
42,0,1537,TX,16:04.3,0,1,0.188651495,0.84
43,0,2843,CA,57:38.1,0,5,0.922493951,0.3
58,0,2928,TX,47:09.8,0,1,0.664452124,0.32
46,1,2434,CA,02:57.4,1,5,0.750354046,0.38
49,1,1287,TX,17:50.2,0,1,0.328876036,0.65
54,1,1574,FL,25:40.0,1,1,0.003046927,0.29
40,1,572,IL,49:33.4,1,1,0.327621718,0.11
51,1,2890,CA,29:56.0,0,5,0.437674117,0.54
59,1,1845,NY,21:58.4,1,5,0.238328506,0.02
53,1,469,TX,26:12.8,1,1,0.613014485,0.5
53,1,1203,TX,23:59.0,1,1,0.868488241,0.25
57,1,2269,NY,28:17.7,1,5,0.068457687,0.59
50,1,1736,CA,34:24.0,0,5,0.971146507,0.65
55,1,771,CA,00:43.0,1,5,0.347931803,0.36
47,1,1997,CA,01:42.1,0,5,0.809356784,0.64
40,1,2141,CA,19:10.0,0,5,0.155120124,0.97
40,0,1386,NY,26:15.3,0,5,0.348526947,0.96
60,1,1524,IL,20:22.3,1,1,0.794502827,0.16
52,0,2557,TX,10:48.8,0,1,0.988733101,0.96
50,0,2337,CA,22:44.3,0,5,0.47975838,0.37
53,1,1848,FL,55:03.0,0,1,0.319132012,0.64
51,0,1864,NY,02:55.0,0,5,0.713507194,0.7
57,1,540,FL,41:25.1,1,1,0.335445306,0.57
40,1,644,TX,36:12.1,0,1,0.103011612,0.75
42,0,1960,FL,48:57.9,0,1,0.127152721,0.06
55,1,2709,CA,30:54.5,1,5,0.310125738,0.42
50,1,2406,FL,28:03.6,0,1,0.230414323,0.98
51,1,2699,CA,53:11.3,1,5,0.588477864,0.02
40,1,2125,TX,56:32.9,0,1,0.736644289,0.53
56,0,687,NY,51:36.4,0,5,0.242648951,0.1
53,0,2058,TX,39:45.6,0,1,0.712660671,0.41
40,0,739,NY,52:50.9,0,5,0.691671594,0.24
56,1,1038,NY,50:22.4,1,5,0.753242255,0.16
52,0,2354,FL,56:00.2,0,1,0.731360745,0.54
53,0,1988,TX,38:06.6,0,1,0.41925677,0.73
40,0,1817,FL,05:33.6,0,1,0.405675645,0.85
45,0,2238,IL,23:44.8,0,1,0.149528371,0.75
59,0,479,CA,01:59.2,0,5,0.242464943,0.64
43,0,2397,TX,39:12.0,0,1,0.860539145,0.25
43,1,2886,TX,19:01.2,0,1,0.239541614,0.45
45,0,967,NY,09:22.3,0,5,0.423139806,0.67
59,0,2221,IL,55:29.5,0,1,0.223327649,0.71
57,0,1026,IL,10:40.1,0,1,0.320879025,0.46
60,0,1355,IL,27:32.2,1,1,0.915617344,0.01
58,0,2702,NY,47:22.9,0,5,0.769176416,0.75
55,1,414,NY,28:15.5,1,5,0.616542184,0.04
49,0,1502,CA,05:42.9,0,5,0.236327218,0.09
51,1,1881,TX,50:06.3,0,1,0.204368286,0.68
45,1,1634,IL,59:58.8,0,1,0.392419745,0.44
60,1,2747,TX,58:30.2,1,1,0.662382873,0.47
56,0,2495,IL,33:29.5,0,1,0.399225641,0.09
59,1,581,NY,16:46.9,1,5,0.353711295,0.01
54,1,1844,CA,03:07.8,1,5,0.594323853,0.33
60,0,1420,NY,23:10.3,0,5,0.842767258,0.74
54,0,1829,IL,16:57.0,0,1,0.15819233,0.08
56,0,2326,FL,26:07.0,0,1,0.811678934,0.53
46,0,2597,CA,35:49.5,0,5,0.025687557,0.94
51,0,2500,NY,10:37.5,0,5,0.400527808,0.5
47,0,495,IL,51:34.1,0,1,0.340664015,0.6
49,0,859,CA,26:32.4,0,5,0.766707759,0.76
59,1,2912,CA,58:59.0,1,5,0.456880556,0.5
54,1,965,CA,04:59.2,0,5,0.227328833,0.92
48,0,598,TX,20:46.7,0,1,0.343418473,0.33
51,1,944,TX,47:37.2,0,1,0.67838606,0.57
56,0,1872,CA,19:26.6,0,5,0.133430118,0.05
41,1,831,CA,55:45.7,0,5,0.280266053,0.75
41,0,1568,CA,01:51.7,0,5,0.12740903,0.03
54,0,2048,CA,44:10.6,0,5,0.69193304,0.62
40,0,2879,CA,56:35.2,0,5,0.227752249,0.59
59,1,1557,FL,21:24.2,1,1,0.482676909,0.15
44,0,505,CA,08:49.3,0,5,0.745639794,0.03
52,0,1938,TX,53:50.2,0,1,0.291842762,0.28
53,1,756,CA,03:40.2,0,5,0.861782358,0.87
57,1,592,CA,12:41.7,1,5,0.877112527,0.07
57,0,532,FL,53:14.9,0,1,0.356673191,0.11
42,0,984,NY,23:49.2,0,5,0.308853758,0.99
58,1,1316,CA,53:34.8,1,5,0.559502222,0.1
54,1,2589,CA,48:40.1,0,5,0.128039187,0.62
55,0,433,TX,50:08.0,0,1,0.049100795,0.08
58,0,2919,FL,21:29.3,0,1,0.853367662,0.53
46,0,1746,TX,27:02.8,0,1,0.485044123,0.55
44,0,2987,CA,49:38.1,0,5,0.291501108,0.45
51,0,1020,NY,45:22.1,0,5,0.564606039,0.51
48,0,2901,FL,12:48.5,0,1,0.934581003,0.79
58,1,2403,CA,27:37.5,1,5,0.83329118,0.65
51,0,2667,CA,09:01.8,0,5,0.08076904,0.2
43,1,1982,CA,37:32.6,0,5,0.254544725,0.73
40,1,942,FL,21:37.4,0,1,0.732971365,0.7
49,0,1261,IL,44:27.1,0,1,0.876836683,0.09
43,0,1621,NY,43:29.1,0,5,0.896281666,0.48
41,0,449,FL,56:24.8,0,1,0.023896546,0.18
47,1,1225,FL,15:30.3,0,1,0.695158208,0.97
60,1,713,TX,51:35.6,1,1,0.878957254,0.28
43,1,1670,FL,32:28.4,0,1,0.902146064,0.38
55,0,2873,FL,57:37.6,0,1,0.251890912,0.87
40,1,2125,NY,38:39.6,1,5,0.900316837,0.19
50,1,2972,IL,08:17.3,0,1,0.777568663,0.58
45,1,2293,CA,38:06.1,1,5,0.216406817,0.25
48,1,457,CA,41:39.4,0,5,0.716259854,0.93
53,1,2565,CA,51:37.1,1,5,0.078171495,0.04
57,0,2113,CA,53:15.6,0,5,0.845744469,0.74
43,0,937,FL,04:14.0,0,1,0.553866188,0.05
56,0,2062,FL,36:41.9,0,1,0.646183117,0.59
51,1,2568,TX,24:00.4,1,1,0.869098212,0.39
49,1,1105,CA,40:27.2,1,5,0.854872892,0.11
42,1,1860,CA,56:00.1,0,5,0.322631399,0.39
42,0,534,NY,25:20.1,0,5,0.903701296,0.91
60,0,1279,TX,33:47.9,0,1,0.618881789,0.98
49,0,2257,TX,12:43.7,0,1,0.034787569,0.58
47,1,2133,NY,11:28.3,1,5,0.742473233,0.2
40,1,1578,CA,35:21.4,0,5,0.306410862,0.72
43,0,2080,CA,33:28.0,0,5,0.043928655,0.83
46,1,2929,FL,06:35.8,1,1,0.188926987,0.23
46,0,2198,TX,00:07.2,0,1,0.565591616,0.23
46,0,2446,CA,52:14.9,0,5,0.141266223,0.69
48,0,620,NY,23:10.2,0,5,0.440753721,0.01
40,0,995,NY,08:54.0,0,5,0.985182794,1
44,0,483,NY,44:52.5,0,5,0.089447717,0.57
60,1,1131,TX,49:25.7,1,1,0.734363188,0.64
46,1,1232,FL,38:27.9,0,1,0.508829864,0.67
49,1,989,CA,35:23.3,0,5,0.279434654,0.78
59,0,574,IL,59:56.8,0,1,0.317036873,0.05
48,0,2911,IL,40:15.7,0,1,0.095645476,0.12
42,1,1179,CA,00:26.1,0,5,0.748239381,0.38
43,0,513,FL,53:10.6,0,1,0.373414676,0.3
40,0,2527,TX,38:20.2,0,1,0.912436355,0.58
50,0,1823,CA,40:05.4,0,5,0.289365706,0.82
55,0,2626,TX,02:11.4,0,1,0.876067932,0.25
56,0,2154,CA,11:38.7,0,5,0.188689691,0.4
45,1,632,CA,20:11.2,0,5,0.951952413,0.45
42,1,2353,CA,15:05.8,0,5,0.674233277,0.98
56,0,1604,FL,31:11.5,0,1,0.241400648,0.7
51,0,2216,IL,32:15.0,0,1,0.739997509,0.36
59,1,1699,TX,41:57.4,1,1,0.596947324,0.12
43,1,2711,TX,18:45.2,0,1,0.125742856,0.67
48,0,845,TX,42:17.5,0,1,0.172870153,0.83
60,0,2475,FL,39:38.4,0,1,0.604744771,0.53
45,1,532,FL,05:51.6,1,1,0.800489998,0.05
41,1,1533,CA,10:01.8,1,5,0.576547451,0.19
56,1,2808,TX,50:37.6,0,1,0.14711921,0.94
49,0,604,CA,53:19.0,0,5,0.132324482,0.51
48,0,636,NY,08:53.8,0,5,0.423375924,0.62
42,1,2714,TX,57:20.5,0,1,0.708950088,0.65
49,1,2041,CA,52:07.0,1,5,0.013545165,0.14
59,1,754,CA,05:50.6,1,5,0.923435129,0.37
52,1,1577,FL,17:19.5,0,1,0.691062642,0.68
57,1,2035,CA,49:25.3,0,5,0.978274875,0.74
51,1,1859,NY,10:34.3,0,5,0.526222313,0.96
40,0,758,TX,19:33.9,0,1,0.450802021,0.65
40,1,2617,CA,39:18.2,1,5,0.436556428,0.01
46,0,2212,FL,18:41.8,0,1,0.949876052,0.68
60,0,1108,TX,02:34.0,0,1,0.600582898,0.58
52,1,2498,IL,52:12.0,1,1,0.090883769,0.35
49,0,1225,CA,24:18.1,0,5,0.615373139,0.08
49,1,567,IL,40:27.3,0,1,0.477600204,0.77
48,0,1662,FL,24:22.1,0,1,0.909634828,0.46
58,0,926,NY,26:31.8,0,5,0.364448953,0.61
45,1,1378,CA,05:47.4,0,5,0.645379649,0.98
50,1,884,FL,47:28.0,1,1,0.2648214,0.26
60,0,414,NY,30:55.0,0,5,0.973328915,0.1
45,1,1648,CA,16:37.2,0,5,0.980615541,0.63
40,0,1723,FL,21:54.9,0,1,0.174463288,0.81
49,0,1173,FL,25:22.0,0,1,0.501870467,0.41
41,1,2279,TX,40:38.9,1,1,0.735312999,0.23
55,1,2419,TX,52:09.1,1,1,0.911358213,0.59
53,1,2086,CA,18:54.5,1,5,0.767354134,0.24
47,1,1160,FL,12:41.1,0,1,0.889104042,0.8
43,1,1915,TX,29:14.8,0,1,0.354788889,0.66
52,0,2920,TX,26:55.1,0,1,0.461239174,0.05
50,1,2216,FL,56:15.4,0,1,0.123756535,0.51
52,0,2709,FL,03:22.8,0,1,0.06822808,0.6
56,0,1440,TX,30:45.3,0,1,0.296216121,0.69
60,0,1204,FL,33:22.1,0,1,0.911021486,0.22
54,0,824,TX,58:28.7,0,1,0.579799428,0.49
44,1,790,FL,59:25.7,0,1,0.905135743,0.84
42,0,2824,CA,54:52.8,0,5,0.959436347,0.24
40,0,1632,TX,14:26.2,0,1,0.24023684,0.15
56,0,463,TX,40:02.5,0,1,0.363193439,0.59
54,1,1148,IL,23:24.8,1,1,0.784028549,0.45
48,1,1242,FL,12:20.7,0,1,0.239990933,0.94
42,1,2883,TX,15:14.7,0,1,0.958254205,0.84
40,1,2530,CA,55:33.7,0,5,0.575739025,0.56
59,1,2590,CA,51:58.0,1,5,0.150594439,0.24
58,1,2478,NY,12:26.7,1,5,0.381966076,0.62
52,0,2234,FL,34:37.9,0,1,0.280811938,0.41
56,0,1083,CA,45:20.1,0,5,0.375747983,0.66
45,0,2025,CA,46:30.4,0,5,0.772748706,0.85
43,1,625,NY,35:58.0,1,5,0.186505047,0.01
60,0,2617,IL,50:34.8,0,1,0.366586731,0.48
56,1,2352,FL,53:38.5,1,1,0.993582998,0.48
51,1,1257,TX,34:37.5,0,1,0.426463669,0.87
41,0,1539,FL,49:16.0,0,1,0.739818016,0.77
41,0,1321,CA,05:43.9,0,5,0.393443949,0.93
56,1,1391,CA,05:37.1,0,5,0.060487017,0.75
58,0,1391,NY,51:41.9,0,5,0.394272809,0.02
44,0,1349,TX,59:11.2,0,1,0.494212952,0.95
54,1,1739,CA,35:27.4,1,5,0.925262034,0.26
48,0,2658,TX,30:40.8,0,1,0.802348483,0.59
48,0,1264,NY,50:40.0,0,5,0.847114195,0.69
45,0,552,NY,05:02.9,0,5,0.030852031,0.82
43,0,2968,TX,18:03.1,0,1,0.99317607,0.84
45,0,656,CA,06:12.6,0,5,0.831110702,0.72
45,0,2889,FL,17:02.5,0,1,0.064493145,0.95
55,1,2862,CA,07:34.0,0,5,0.285994119,0.7
52,1,2187,IL,44:24.5,1,1,0.645224841,0.04
47,0,2511,FL,20:16.4,0,1,0.289277068,0.01
42,0,2558,CA,47:30.1,0,5,0.778487689,0.16
51,0,1744,TX,24:16.8,0,1,0.353437177,0.94
51,0,583,TX,00:06.6,0,1,0.32562261,0.17
58,1,1091,CA,28:28.5,1,5,0.291886055,0.3
42,1,1582,NY,31:51.5,0,5,0.18048983,1
52,0,1245,TX,21:23.0,0,1,0.138422859,0.28
41,0,1365,FL,10:08.4,0,1,0.461829216,0.83
53,1,1298,IL,28:47.1,1,1,0.566154473,0.21
54,1,1743,TX,06:03.6,1,1,0.726130944,0.01
50,0,1601,TX,45:03.2,0,1,0.476384349,0.31
54,1,1577,NY,56:46.2,0,5,0.586780544,0.8
59,0,1927,IL,13:24.9,0,1,0.635460713,0.17
55,0,1980,FL,16:27.9,0,1,0.702761979,0.48
53,1,1140,CA,13:57.2,1,5,0.524543887,0.08
47,0,1745,NY,21:14.4,0,5,0.465687573,0.44
50,1,2897,FL,46:52.7,0,1,0.016157475,0.87
48,1,1272,NY,39:39.2,1,5,0.503836795,0.35
56,1,2595,NY,36:00.4,0,5,0.348592218,0.95
58,1,507,TX,34:06.8,1,1,0.577180623,0.33
40,0,2597,NY,25:15.4,0,5,0.509995936,0.24
56,0,1471,FL,47:41.8,0,1,0.128217788,0.18
53,0,1488,IL,01:38.9,0,1,0.364203588,0.96
51,0,469,CA,22:25.7,0,5,0.116754165,0.11
44,1,678,CA,34:46.4,0,5,0.677113901,0.54
48,1,2237,TX,18:08.3,0,1,0.569657272,0.6
60,1,2741,FL,03:10.6,1,1,0.332868548,0.11
59,0,2934,CA,04:12.6,0,5,0.529826275,0.29
55,0,1125,NY,14:18.2,0,5,0.91045922,0.55
58,1,1893,TX,13:27.9,1,1,0.395562086,0.62
52,0,2131,FL,54:11.6,0,1,0.799057827,0.82
43,1,2017,FL,31:04.8,0,1,0.282943341,0.37
46,1,749,NY,21:45.0,1,5,0.460376677,0.22
43,1,2155,IL,53:02.5,0,1,0.530094985,0.69
57,1,1073,NY,55:34.5,1,5,0.572933141,0.38
50,0,1725,FL,17:54.5,0,1,0.863706166,0.08
52,1,1412,CA,54:43.8,0,5,0.835713346,0.57
59,0,931,NY,21:23.1,0,5,0.18155927,0.23
54,1,862,CA,37:55.3,0,5,0.23955814,0.67
49,1,2519,FL,53:19.5,1,1,0.570242439,0.33
40,1,2639,CA,09:06.3,1,5,0.287217862,0
47,1,2718,CA,46:37.1,1,5,0.257797914,0.17
47,1,2486,CA,07:41.9,1,5,0.977173053,0.35
58,1,2402,TX,57:19.7,1,1,0.380014703,0.47
41,0,2983,CA,11:34.4,0,5,0.278382938,0.16
41,1,947,FL,40:34.4,0,1,0.251235932,0.83
44,1,438,NY,11:22.0,0,5,0.372936978,0.7
57,1,2100,TX,35:24.0,0,1,0.185005174,0.75
50,0,1417,FL,08:06.7,0,1,0.772357995,0.7
56,1,2532,CA,20:29.5,1,5,0.093044176,0.14
60,1,2621,FL,40:54.3,1,1,0.05551919,0.5
55,0,2735,IL,06:43.0,0,1,0.075752111,0.59
59,1,1029,FL,20:17.6,0,1,0.196458095,0.74
40,1,672,TX,05:03.5,0,1,0.504815563,0.97
48,0,1087,CA,12:51.6,0,5,0.423195343,0.39
49,1,568,FL,46:56.9,0,1,0.241521276,0.91
56,0,1035,NY,33:31.9,0,5,0.203120152,0.02
52,1,1234,IL,38:28.4,0,1,0.886818625,0.64
42,1,1006,IL,33:20.9,0,1,0.73991512,0.81
50,0,1701,TX,00:03.2,0,1,0.581527322,0.22
46,0,1362,TX,11:51.7,0,1,0.518378771,0.87
58,1,1521,TX,58:31.9,1,1,0.682414256,0.11
58,1,1754,FL,23:43.9,1,1,0.477137345,0.53
58,1,2933,TX,26:35.0,0,1,0.209996464,0.8
60,0,475,CA,40:58.0,0,5,0.557605851,0.31
50,1,2194,FL,51:38.9,1,1,0.126748809,0.38
50,1,1329,CA,26:20.4,0,5,0.657705826,0.79
42,1,2650,FL,36:32.8,1,1,0.277179928,0.13
47,1,1696,FL,58:33.2,1,1,0.601314623,0.28
52,1,1340,FL,37:49.5,1,1,0.632548836,0.08
59,1,933,CA,00:32.0,1,5,0.978937572,0.44
56,0,966,IL,37:42.0,0,1,0.875121434,0.63
54,1,1058,CA,56:40.0,0,5,0.757205372,0.79
46,0,2276,TX,14:39.9,0,1,0.955634327,0.53
50,1,1520,TX,25:31.4,1,1,0.876203678,0.37
54,1,2765,TX,41:57.8,0,1,0.184928759,0.78
50,0,1675,IL,22:18.6,0,1,0.314996972,0.75
52,0,2418,CA,57:00.3,0,5,0.907060216,0.7
46,1,924,FL,41:47.9,1,1,0.441420502,0.38
47,0,681,TX,12:07.6,0,1,0.999494065,0.26
54,0,815,NY,55:08.5,0,5,0.110120389,0.67
52,0,471,CA,58:07.8,0,5,0.775669677,0.2
54,0,1557,TX,44:40.3,0,1,0.340624155,0.31
46,1,2236,FL,20:06.3,1,1,0.22894357,0.25
42,1,1023,IL,12:57.4,0,1,0.022693917,0.81
56,1,1573,CA,23:27.0,0,5,0.363246776,0.93
58,0,1405,CA,33:20.1,0,5,0.004400524,0.36
59,1,1195,TX,54:13.5,1,1,0.968652049,0.49
45,0,868,CA,51:39.9,0,5,0.103548739,0.66
44,1,933,FL,46:42.8,0,1,0.902113102,0.74
40,1,2881,TX,37:02.3,0,1,0.700219679,0.82
56,1,2877,CA,16:18.1,1,5,0.853176824,0.27
56,1,1877,CA,53:05.6,1,5,0.144030074,0.37
44,0,2403,IL,41:50.4,0,1,0.103298931,0.29
60,0,1301,CA,19:14.2,0,5,0.86125318,0.47
51,0,1984,IL,23:45.1,0,1,0.199950765,0.73
56,0,2464,NY,00:03.7,0,5,0.903327973,0.94
50,1,1136,TX,12:04.3,1,1,0.890802453,0.12
60,1,2978,FL,13:19.7,1,1,0.836440864,0.52
60,1,1814,TX,03:47.4,1,1,0.878799284,0.29
56,1,1907,CA,58:23.0,1,5,0.106621438,0.47
44,1,2450,TX,21:55.2,1,1,0.786548456,0.04
43,1,1932,TX,40:45.8,0,1,0.369620057,0.46
40,0,2293,CA,56:46.5,0,5,0.29672503,0.4
44,1,2178,NY,43:12.6,0,5,0.636890099,0.88
43,1,980,FL,29:45.0,0,1,0.972295981,0.55
60,0,575,CA,23:26.5,0,5,0.768389319,0.67
59,1,1438,TX,20:50.7,1,1,0.385170813,0.19
54,0,1709,TX,20:12.8,0,1,0.047221374,0.22
57,0,1989,IL,43:42.4,0,1,0.303975374,0.48
46,1,1610,IL,02:21.7,0,1,0.164694655,0.76
58,1,2823,NY,33:56.5,1,5,0.06462692,0.51
47,1,2787,NY,58:28.7,1,5,0.696579244,0.28
59,1,2164,NY,06:04.1,0,5,0.256473157,0.86
40,0,2385,CA,13:37.4,0,5,0.964943224,0.83
40,1,1095,TX,17:12.1,0,1,0.459663884,0.98
58,1,2572,CA,41:25.3,1,5,0.945497774,0.31
46,1,1132,NY,30:38.3,1,5,0.5390027,0.06
46,1,1396,FL,53:50.1,1,1,0.095164787,0.33
48,0,1801,IL,23:45.2,0,1,0.324074475,0.11
41,1,2738,CA,50:02.1,0,5,0.217923077,0.97
40,0,2574,IL,12:04.9,0,1,0.34234762,0.24
51,1,2040,CA,32:27.2,0,5,0.448190525,0.59
47,0,1091,CA,09:14.8,0,5,0.509510342,0.7
57,1,2885,CA,42:41.4,1,5,0.94688647,0.62
53,1,2925,IL,25:08.1,1,1,0.538529362,0.44
